title,url,description,types
Spelt-bean Salad,https://eatsmarter.com/recipes/spelt-bean-salad,Cook the thawed beans in boiling salted water for 4 minutes. Drain.,"['Vegetable Salad', 'salad', 'Vegetable', 'Legume']"
Green Salad with Strawberries and Cheese,https://eatsmarter.com/recipes/green-salad-with-strawberries-and-cheese,"Rinse the lettuce, trim, spin dry and tear small.","['salad', 'Cheese', 'Strawberry salad']"
Salmon Trout with Vegetable Salad,https://eatsmarter.com/recipes/salmon-trout-with-vegetable-salad,"It's best to have already prepared the salad. Peel the potatoes and cut into wedges. Rinse radishes and thinly slice. Rinse snow peas, trim and boil in salted water for 3-4 minutes. Blanch. Drain and let cool. Peel asparagus, cut off the woody ends, cut in half and place in boiling salted water for 15 minutes. Blanch. Drain and let cool. Put the potatoes, radishes, snow peas and asparagus in a bowl and mix. For the salad dressing, mix 4 tablespoons olive oil, 4 tablespoons water, lemon juice and season with salt and pepper. Mix into salad. Season once again with salt, pepper and lemon juice.","['Potato Salad', 'Fish', 'Vegetable', 'salad', 'Root Vegetable']"
White Beans with Artichokes,https://eatsmarter.com/recipes/white-beans-with-artichokes,"Heat the oil in a large saucepan and fry the artichokes together with the thyme. Stir in the crushed garlic and wine, season with salt and pepper, cover and simmer over low heat for about 10 minutes.","['flowering vegetables', 'salad', 'Vegetable', 'Vegetable Salad', 'Legume', 'Herb', 'Sprout', 'Cooking on vacation', 'European', 'French', 'Mediterranean']"
Beet Coleslaw,https://eatsmarter.com/recipes/beet-coleslaw,"Rinse cabbage, trim and cut into strips.","['Vegetable Salad', 'salad', 'beet salad']"
Fruity Avocado Salad with Beans and Snow Peas,https://eatsmarter.com/recipes/fruity-avocado-salad-with-beans-and-snow-peas,"Cut avocados in half, remove pits, peel, cut lengthwise into slices and sprinkle with lemon juice.","['fruit-vegetable', 'salad', 'Vegetable', 'Vegetable Salad', 'Seed']"
Barbecue Chicken with Herbed Couscous,https://eatsmarter.com/recipes/barbecue-chicken-with-herbed-couscous, ,"['Chicken', 'High-protein Poultry Dish', 'Lactose-free Poultry', 'Lactose-free Salad', 'non-alcoholic', 'egg-free', 'Milk-free', 'African', 'Arabic', 'Tabbouleh', 'grilled', 'Barbecue', 'grilling side dishes', 'grilling', 'Grilled Salad', 'Poultry', 'Vegetable', 'Grain', 'salad', 'Couscous Salad', 'Main Course']"
Spinach Salad with Oranges and Goat Cheese,https://eatsmarter.com/recipes/spinach-salad-with-oranges-and-goat-cheese,"Whisk 2 tablespoons of orange juice with lemon juice, sugar, salt, pepper and mustard. Whisk in olive oil. Toss spinach with 2/3 of the dressing and place on plates with the orange segments and crumbled goat cheese. Pour remaining dressing over salad, top with sesame seeds and serve immediately.","['leafy green vegetable', 'Vegetable', 'Fruit', 'salad', 'Vegetable Salad']"
Steak Taco Salad,https://eatsmarter.com/recipes/steak-taco-salad,"Rinse chiles, cut in half lengthwise, remove seeds and cut into small pieces.","['German-style meat salad', 'salad', 'Meat', 'Vegetable', 'Legume', 'Spices', 'Beef', 'Cooking on vacation', 'Spicy', 'American', 'Latin America', 'Mexican', 'Central America']"
Asparagus and Watercress Salad with Scrambled Eggs,https://eatsmarter.com/recipes/asparagus-and-watercress-salad-with-scrambled-eggs,"Heat remaining butter in a pan. Whisk eggs and pour into pan. Cook until curds form, stirring constantly. Finally, mix in herbs.","['Sprout', 'Vegetable', 'salad', 'Spring Salad']"
Lentils Salad,https://eatsmarter.com/recipes/lentils-salad,"Rinse and dry scallions, cut dark green parts into rings. Rinse and trim snow peas, halve diagonally. Blanch scallions and snow peas in boiling salted water for 2 minutes. Drain and rinse in cold water, drain well. ","['Vegetable Salad', 'Vegetable', 'salad', 'Light Cooking', 'Easter']"
Tabbouleh,https://eatsmarter.com/recipes/tabbouleh-1,"Rinse, trim, and chop the scallions. Rinse and quarter the tomatoes. Remove the core, remove the seeds, and finely dice. ","['salad', 'Healthy Eating', 'lactose-free vegetarian', 'Lactose-free Salad', 'non-alcoholic', 'egg-free', 'Milk-free', 'Vegan Salad', 'Arabic', 'Tabbouleh', 'Asian', 'Buffet', 'Cooking on vacation', 'Vegetable', 'Grain', 'Herb', 'Bulgur salad', 'Hearty Salad']"
Lamb with Asparagus and Yogurt Sauce,https://eatsmarter.com/recipes/lamb-with-asparagus-and-yogurt-sauce,"Mix yogurt, creme fraiche, basil, lemon juice and lemon zest in a bowl until smooth and season with salt and pepper. Mix with the asparagus cubes and allow to marinate while you prepare the lamb.","['Lamb', '250-400 Calorie', 'Roast', 'Meat', 'Meat and Asparagus', 'Vegetable', 'Sprout', 'salad', 'Sauce']"
Fruit Salad with Avocado,https://eatsmarter.com/recipes/fruit-salad-with-avocado,Peel and press the garlic.,"['fruit-vegetable', 'salad', 'Vegetable', 'Vegetable Salad', 'Tropical Fruit', 'Quick', '250-400 Calorie', 'Summer Salad', 'Winter Salad']"
