title,url,description,types
Vegetarian Rigatoni,https://eatsmarter.com/recipes/vegetarian-rigatoni,"Peas hold various B vitamins, especially niacin. This substance plays a role in energy metabolism, as it is needed for the build-up and breakdown of carbohydrates, amino and fatty acids. Mild tension headaches can be relieved with fresh Mint can be combated with fresh mint. The herb contains a variety of essential oils that are antispasmodic, soothing and calming. Those who want to strengthen their bones and teeth should pay attention to an adequate intake of calcium. The in the sauce contained yogurt provides plenty of it.","['Pasta', 'nutritional', 'Clean Eating', 'High-protein', 'High-protein Vegetarian Dish', 'Healthy Eating', 'Vegetarian', 'Vegetarian Lunch', 'Vegetarian Dinner', 'Vegetarian Entree', 'Crohn&#039;s Disease', 'Diabetic', 'Fertility', 'Gout', 'high cholesterol', 'Hypertension', 'Iron Deficiency', 'Lactation', 'Osteoarthritis', 'Osteoporosis', 'Stress', 'regional', 'European', 'Italian', 'seasonal', 'Spring', 'Spring Dish', 'Spring Vegetable', 'Summer', 'Summer Dish', 'Cooking', 'Course', 'Lunch', 'Dinner', 'Menu', 'Main Course']"
Beet Latte,https://eatsmarter.com/recipes/beet-latte,Do you feel tired and listless more often? Then beets are a good choice because it has a high iron content. The trace element is essential for the blood pigment hemoglobin and thus enables the transport of oxygen into our cells.,"['Beverage', 'nutritional', 'Gluten-free', 'Gluten-free Beverage', 'Low-calorie', 'Vegetarian', 'Crohn&#039;s Disease', 'Fertility', 'Gout', 'high cholesterol', 'Hypertension', 'Iron Deficiency', 'Lactation', 'Osteoarthritis', 'Stress', 'regional', 'European', 'seasonal', 'winter', 'non-alcoholic', 'Milk']"
Beet Salad with Feta and Walnuts,https://eatsmarter.com/recipes/beet-salad-with-feta-and-walnuts,"Radishes contain abundant secondary plant compounds such as flavonoids, glucosinolates and essential oils. Mustard oils are responsible for the pungent taste and have antibacterial, detoxifying, antispasmodic and appetizing effects. The sheep cheese donates a lot of bone-strengthening calcium and satisfying protein.","['Vegetarian', 'Clean Eating', 'Vegetarian Lunch', 'Vegetarian Dinner', 'Vegetarian Entree', 'Autumn', 'Autumn Dinner', 'Autumn Lunch', 'Autumn Vegetable', 'Autumn Dish', 'winter', 'Winter Vegetable', 'Winter Dish']"
Deviled Eggs with Cress,https://eatsmarter.com/recipes/deviled-eggs-with-cress-0,"Cresses such as garden, winter and watercress are rich in minerals and provide a lot of beta-carotene (provitamin A) and vitamin C.","['Eggs', 'low-carb', 'Vegetarian', 'Easter', 'Easter', 'What to Cook for Easter?', 'Easter Brunch', 'Easter Breakfast', 'Easy', 'Party', 'Vintage', 'Herb', 'Brunch', 'Snack', 'Nibble', 'Finger Food', 'Nibbles', 'Appetizer', 'Side Dish', 'Low-calorie', 'Low-sugar']"
Rye Bread with Avocado and Beet Spread,https://eatsmarter.com/recipes/rye-bread-with-avocado-and-beet-spread,"Studies showed that chickpeas balance blood sugar levels due to their high fiber content and thus counteract cravings. Thanks to a lot of iron, sesame is perfect for vegetarians and other people who should pay attention to sufficient supply of the trace element.","['Vegan', 'Vegetarian', '15-Minute', 'eating at work', 'What to Cook Tomorrow?', 'Easy', 'Simple vegetarian', 'everyday meal', 'Lunchbox', 'Picnic', 'Quick', 'Brunch', 'Snack', 'open-face sandwich', 'Breakfast', 'Spread', 'Hearty Breakfast', 'Snack']"
Vegetable Noodles with Peanut Sauce,https://eatsmarter.com/recipes/vegetable-noodles-with-peanut-sauce,"Low-carb pasta enjoyment: Vegetable noodles with peanut sauce are packed with vitamins A, C, potassium, and iron, and contain significantly fewer carbohydrates than conventional pasta. With just under 30 percent protein peanuts even outperform the most protein-rich seeds and kernels. The explanation: Botanically speaking, they are not nuts at all, but belong to the legumes.","['Vegan', 'nutritional', 'lactose-free', 'lactose-free vegetarian', 'Lactose-free Pasta', 'low-carb', 'low-carb dinner', 'low-carb lunch', 'low-carb vegetarian', 'Vegan Lunch', 'Vegan Dinner', 'Vegan Entree', 'Vegetarian', 'Diabetic', 'Fertility', 'Gout', 'high cholesterol', 'Iron Deficiency', 'Lactation', 'Osteoarthritis', 'Pregnancy', 'Stress', 'regional', 'Asian', 'seasonal', 'Spring', 'Summer', 'Autumn', 'Cooking', 'Pasta', 'Zucchini noodle', 'Course', 'Lunch', 'Dinner', 'Menu', 'Main Course', 'Low-calorie']"
Colorful Potato Salad,https://eatsmarter.com/recipes/colorful-potato-salad-0,"This salad offers a lot of potassium and vitamin C from the potatoes, cucumber and apple. ","['salad', 'Clean Eating', 'Healthy Eating', 'Vegan', 'Vegetarian', 'Christmas', 'Christmas', 'Hearty Salad', 'Potato Salad', 'Side Dish', 'Side Salad', 'hearty side dish']"
Pumpkin Hummus,https://eatsmarter.com/recipes/pumpkin-hummus,This hummus is packed with plant protein but low in carbs.,"['squash', 'Healthy Eating', 'Vegan', 'Vegetarian', '20-Minute']"
Breaded Feta with Red Cabbage and Salsa Verde,https://eatsmarter.com/recipes/breaded-feta-with-red-cabbage-and-salsa-verde,The plant pigment anthocyanin from red cabbage has been shown to help prevent certain types of cancer.,"['healthy', 'Clean Eating', 'High-protein', 'High-protein Vegetarian Dish', 'Healthy Eating', 'low-carb', 'low-carb dinner', 'low-carb lunch', 'low-carb vegetarian', 'Mineral-rich', 'non-alcoholic', 'Vegetarian', 'Vegetarian Lunch', 'Vegetarian Dinner', 'Vegetarian Entree', 'Vitamin-rich', 'whole-food', 'winter', 'Winter Vegetable', 'Winter Dish', 'Christmas', 'Christmas', 'German', 'Family', 'festively', 'Meal for Four', 'Guest', 'weekend cooking']"
Easy Vegan Pumpkin Soup,https://eatsmarter.com/recipes/easy-vegan-pumpkin-soup,"Hokkaido Pumpkin is abundant in natural plant dyes, which helps protect cells from free radical damage. ","['Pumpkin Soup', 'nutritional', 'Healthy Eating', 'Vegan', 'Vegan Lunch', 'Vegan Soup', 'Vegan Appetizer', 'Vegan Entree', 'Vegetarian', 'Vegetarian Lunch', 'Vegetarian Dinner', 'Vegetarian Soups', 'Vegetarian Appetizers', 'Vegetarian Entree', 'Autumn', 'Autumn Vegetable', 'Autumn Dish', 'Oktoberfest', 'Thanksgiving', 'Thanksgiving Appetizers', 'Thanksgiving Side Dishes', 'Halloween', 'Vegetable', 'squash', 'soup', 'Vegetable Soup', 'Lunch', 'Side Dish', 'Vegetable Side Dish']"
