title,url,description,types
Buckwheat Bowl with White Asparagus Skewers,https://eatsmarter.com/recipes/buckwheat-bowl-with-white-asparagus-skewers,"Buckwheat is a real beauty food, containing vitamin E and silicic acid can make your skin glow and strengthen hair and nails.","['Grain', 'nutritional', 'Fitness', 'Healthy Eating', '400-500 Calorie', 'lactose-free', 'lactose-free vegetarian', 'non-alcoholic', 'egg-free', 'meat-free', 'Vegan', 'vegan Asparagus', 'Vegan Dinner', 'Vegan Entree', 'Vegetarian', 'Vegetarian asparagus', 'Vegetarian Lunch', 'Vegetarian Dinner', 'Vegetarian Entree', 'seasonal', 'Spring', 'Spring Dish', 'Spring Vegetable', 'What to Cook Today?', 'Family', 'Cooking on vacation', 'Meal for Four', 'Country Style', 'Vegetable', 'Sprout', 'Lunch', 'Dinner', 'Main Course']"
Garlic and Pea Risotto,https://eatsmarter.com/recipes/garlic-and-pea-risotto,"Wild garlic has its peak season in spring and provides lots of flavor as well as vitamins A and C, as well as calcium for healthy teeth.","['Risotto', 'nutritional', 'Vegetarian', 'Vegetarian Lunch', 'Vegetarian Dinner', 'Vegetarian Entree', 'seasonal', 'Spring', 'Spring Dish', 'Cooking', 'One-Pot', 'Rice', 'Course', 'Lunch', 'Dinner', 'High-protein']"
Baked Banana Oatmeal,https://eatsmarter.com/recipes/baked-banana-oatmeal,"Our oven porridge is full of energy, vegetable proteins and iron through the oatmeal. The latter helps the body to transport oxygen, makes powerful and is absorbed here even more effectively by the vitamin C contained in strawberries. In addition, the oatmeal brings a lot of power for the day due to its energy content. With flax and chia seeds, a good ratio of omega-3 to omega-6 fatty acids is offered, which among other things has an anti-inflammatory effect. So the oven porridge perfectly prepares the body for an active day.","['Porridge', 'Fitness', 'Healthy Eating', 'Vegan', 'Vegan Baking', 'Vegan Breakfast', 'Vegetarian', 'Vegetarian Breakfast', 'regional', 'European', 'British', 'English', 'seasonal', 'Spring', 'Course', 'Breakfast', 'Sweet Breakfast']"
Paneer Butter Masala,https://eatsmarter.com/recipes/paneer-butter-masala,"Paneer - Indian firm-cut fresh cheese made from cow's milk - contributes to calcium intake. In particular, the mineral is indispensable for bones, teeth, muscles and the nervous system.","['Indian', 'nutritional', 'Clean Eating', 'High-protein', 'High-protein Vegetarian Dish', 'Healthy Eating', '600+ calorie', 'Vegetarian', 'Vegetarian Lunch', 'Vegetarian Dinner', 'Vegetarian Entree', 'regional', 'Asian', 'seasonal', 'Spring', 'Summer', 'Autumn', 'winter', 'Course', 'Lunch', 'Dinner', 'Menu', 'Main Course']"
Tomato Mozzarella Bread,https://eatsmarter.com/recipes/tomato-mozzarella-bread,"The substance lycopene from tomatoes belongs to the carotenoids and gives them their bright red color. As an antioxidant, it is able to protect our body cells from the harmful effects of free radicals and thus also inhibit aging processes. At the same time, mozzarella provides a good portion of the building material protein, which, among other things, promotes muscle building and maintenance.","['Ciabatta', 'Baking', 'nutritional', 'non-alcoholic', 'egg-free', 'meat-free', 'Vegetarian', 'regional', 'European', 'Italian', 'Mediterranean', 'seasonal', 'Spring', 'Summer', 'World Cup', 'Special', 'German', 'Camping', 'Easy', 'Family', 'Cooking on vacation', 'Fun Food', 'crowdpleaser', 'Garden Party', 'Guest', 'Birthday', 'cooking for kids', 'Party', 'leftover', 'weekend cooking', 'Course', 'Snack', 'Dinner', 'Snack', 'Menu', 'Appetizer', 'Side Dish']"
Switchel,https://eatsmarter.com/recipes/switchel,"Due to the spiciness of ginger, the brain releases happiness hormones, and blood circulation is stimulated. Apple cider vinegar also gets a sluggish digestion going. Vitamin C from citrus fruits gives us an extra push. The resulting increase in serotonin and norepinephrine production effectively boosts our alertness. Besides energy honey, B vitamins, prevent rapid fatigue. At the same time, the messenger substance acetylcholine leads to better concentration. Berry fruits contain a lot of iron, the absorption of which is supported by the enormous amount of vitamin C. Your body is thus optimally supplied with oxygen: you feel fitter.",[]
Overnight Chocolate Banana Oats,https://eatsmarter.com/recipes/overnight-chocolate-banana-oats,"Oatmeal is rich in dietary fiber especially beta-glucans, which have a cholesterol-lowering effect. In addition, oatmeal scores with abundant minerals such as magnesium, which makes it the perfect sports food. Thanks to the pecans, the chocolate banana muesli also provides healthy fatty acids, which have a positive effect on the heart, blood vessels, and circulation.","['Porridge', 'high-fiber', 'High-fiber Vegetarian Dish', 'egg-free', 'no-cook', 'Vegetarian', 'Vegetarian Breakfast', 'Crohn&#039;s Disease', 'Fertility', 'Gout', 'high cholesterol', 'Hypertension', 'Iron Deficiency', 'Lactation', 'Osteoarthritis', 'Stress', 'regional', 'European', 'North America', 'American', 'Canadian', 'seasonal', 'Spring', 'Summer', 'Grain', 'Nut', 'Fruit', 'Tropical Fruit', 'Soy', 'Course', 'Brunch', 'Breakfast', 'Sweet Breakfast', 'Menu', 'Dessert']"
Pinsa Mozzarella with Pesto,https://eatsmarter.com/recipes/pinsa-mozzarella-with-pesto,"Spinach contains a good portion of iron. The mineral is an important component of red blood cells, which are responsible for transporting sufficient oxygen to all cells.","['Baking', 'Bread', 'Savory Tarts', 'Pizza', 'Dough', 'Bread Dough', 'bread dough', 'Pizza Dough', 'nutritional', 'High-protein', 'Garden Party', 'Low-sugar', 'Fertility', 'high cholesterol', 'Hypertension', 'Iron Deficiency', 'Lactation', 'Osteoarthritis', 'Stress', 'regional', 'European', 'Italian', 'seasonal', 'Spring', 'Summer', 'Autumn', 'winter', 'grilled', 'Special', 'Family', 'crowdpleaser', 'Garden Party', 'Guest', 'Party', 'Picnic', 'Course', 'Dinner', 'Snack', 'Menu', 'Side Dish']"
Grilled Vegetable Kabobs,https://eatsmarter.com/recipes/grilled-vegetable-kabobs,"Zucchini and peppers are both excellent sources of iron, a trace element that can be absorbed by the body particularly well. In addition, mushrooms have plenty of vitamin D, and quercetin, from the onions, protects our cells from harmful free radicals.",[]
Strawberry Avocado Salad,https://eatsmarter.com/recipes/strawberry-avocado-salad,"Zinc from the pistachios not only stimulates the immune system, but also ensures beautiful hair and healthy skin. Despite the high fat content, the avocado is not heavy on the stomach: thanks to abundant fruit enzymes, fat digestion is supported.","['salad', 'Clean Eating', 'low-carb', 'Vegetarian', 'Vegetarian Lunch', 'Vegetarian Dinner', 'Vegetarian Salad', 'Vegetarian Entree', 'Spring', 'Spring Dish', 'Spring Salad', 'Summer', 'Summer Salad', 'Summer Dish', 'Fruit', 'Salad with Fruit', 'Fresh Salad', 'Lunch', 'Dinner']"
Radish Salad with Ricotta Herb Gnocchi,https://eatsmarter.com/recipes/radish-salad-with-ricotta-herb-gnocchi,"For joint problems, radish with its essential oils is considered an effective natural remedy. Chlorophyll contained in the herbs purifies the blood and drains the body.","['Spring', 'nutritional', 'High-protein', 'High-protein Vegetarian Dish', 'low-carb', 'low-carb dinner', 'low-carb lunch', 'low-carb vegetarian', 'low-carb salad', 'Vegetarian', 'seasonal', 'Spring Dish', 'Spring Vegetable', 'Spring Salad', 'Cooking', 'Vegetable', 'Dairy', 'Course', 'Lunch', 'Dinner']"
Strawberry Kiwi Smoothie with Cucumber,https://eatsmarter.com/recipes/strawberry-kiwi-smoothie-with-cucumber,"Cucumber and Banana boast a lot of potassium, which controls the interplay of acids and bases, drains excess fluid and thus reduces swelling. The strawberry-kiwi smoothie with cucumber also contains a lot of vitamin C and silicon. Both ingredients are important for firm connective tissue and a stable skeleton. We need folate for blood formation and cell division. Fortunately are Strawberries rich in this B vitamin. In addition, the fruit scores with antioxidant polyphenols. With its magnesium, the banana contributes to the activation of enzymes of the energy metabolism and thus ensures better performance.","['Vegan', 'nutritional', 'Clean Eating', 'Low-fat', 'Low-fat Snack', 'Healthy Eating', '100-250 Calorie', 'lactose-free', 'Lactose-free Snacks', 'Superfoods', 'Vegan Snack', 'seasonal', 'Spring', 'Summer', 'Beverage', 'non-alcoholic', 'Smoothie', 'banana smoothie', 'Cucumber smoothie', 'Fruit Smoothie', 'Strawberry smoothie', 'Superfood Smoothie', 'Vegetable smoothie', 'Course', 'Snack']"
