title,url,description,types
Pasta with Spring Vegetables and Cream Sauce,https://eatsmarter.com/recipes/pasta-with-spring-vegetables-and-cream-sauce,"Cook spaghetti in plenty of salted boiling water until al dente. Meanwhile, cook onions and garlic in oil until translucent. Add asparagus and cook, stirring, 2-3 minutes. Add snow peas and thawed peas and cook briefly. Season with salt and pepper. Add broth and cream and stir in Parmesan. Season sauce to taste with lime juice. Drain pasta, rinse briefly and let drain again. Toss pasta with the sauce and serve immediately.","['Vegetable', 'Spring Vegetable', 'Pasta', 'Pasta', 'Asparagus Pasta']"
Tortellini with Spinach Cream Sauce,https://eatsmarter.com/recipes/tortellini-with-spinach-cream-sauce,"For the filling, rinse the spinach, spin dry, blanch in boiling salted water, rinse with cold water, drain and chop.","['leafy green vegetable', 'Dough', 'European', 'Pasta', 'Pasta with spinach', 'Cream Sauce']"
Macaroni with Ham and Leek,https://eatsmarter.com/recipes/macaroni-with-ham-and-leek,"Halve the leeks lengthwise. Rinse, trim, and cut into diamond shapes. Peel and finely chop the garlic. Sauté the garlic with the leeks and ham in the oil. Add the white wine, and simmer for 5-6 minutes. Mix in the cream and creme fraiche. Season to taste with salt, pepper, and nutmeg. Mix in the macaroni and toss to combine, then serve immediately.","['Cream Sauce', 'Meat', 'Pasta', 'Dough', 'Onion']"
"Herb Pasta with Carrots, Kohlrabi and Gorgonzola Sauce",https://eatsmarter.com/recipes/herb-pasta-with-carrots-kohlrabi-and-gorgonzola-sauce,"Wrap in plastic wrap and let the dough rest for at least 30 minutes. Divide the dough into 2-3 portions and wrap the pieces that are not being used currently in plastic wrap. Roll out one portion at a time on a lightly floured surface. Process the dough through a pasta machine until the dough has reached the desired thickness, or use a rolling pin to roll out thinly.","['Herb', 'Dough', 'Vegetable', 'Pasta', 'Sauce']"
Chicken and Pasta Gratin with Broccoli,https://eatsmarter.com/recipes/chicken-and-pasta-gratin-with-broccoli,"If time is a little short, you can also simply fall back on frozen broccoli. The gratin does not only taste good with the green power vegetables. How about a mix of peppers, eggplant, dried tomatoes and olives?","['Chicken', 'Dough', 'Casserole', 'Noodle Casserole', 'baked dish', 'Poultry', 'Pasta', 'Broccoli Casserole']"
Meaty Baked Spaghetti with Mushrooms,https://eatsmarter.com/recipes/meaty-baked-spaghetti-with-mushrooms,Peel onion and garlic and finely chop.,"['Pizza', 'Meat', 'Pasta', 'Dough', 'Children&#039;s Party']"
Spaghetti and Meatballs with Pumpkin Sauce,https://eatsmarter.com/recipes/spaghetti-and-meatballs-with-pumpkin-sauce,"For the meatballs, soak the bread in lukewarm water. Peel the onion, chop finely and sauté in 1 tablespoon hot oil.","['flowering vegetables', 'Meatball', 'Halloween', 'Meat', 'Vegetable', 'Pasta']"
Creamy Fettuccine with Smoked Trout and Zucchini,https://eatsmarter.com/recipes/creamy-fettuccine-with-smoked-trout-and-zucchini,"For more digestive fibre, the pasta can be prepared with smoked trout with wholemeal pasta. You can also use another type of pasta instead of fettuccine.","['Cream Sauce', 'Dough', 'Fish', 'Pasta']"
Tagliatelle with Mushroom Sauce,https://eatsmarter.com/recipes/tagliatelle-with-mushroom-sauce,Add mushrooms to pan and fry until liquid has evaporated. Deglaze pan with wine and add cream and stir in thyme and season with salt and pepper. Let simmer until slightly creamy over medium heat for about 10 minutes. Drain pasta well and add to mushroom sauce. Toss pasta and sauce and serve on warmed plates.,"['Pasta', 'Dough', 'Herb', 'mushroom', 'Ragout', 'European', 'Italian', 'Primi Piatti']"
Pasta with Salmon and Kale,https://eatsmarter.com/recipes/pasta-with-salmon-and-kale,"Outside the kale season, the healthy pasta also tastes really good with spinach or chard.","['saltwater\xa0Fish', 'Dough', 'Fish', 'Pasta']"
